track_name,artist_name,track_popularity,track_duration_ms,explicit,artist_popularity,artist_followers,primary_genre,release_year,album_type,track_duration_min,popularity_category,true_hit,predicted_hit,similarity_to_popular_song
Four Pink Walls,Alessia Cara,35.0,211893.0,False,72.0,12274170.0,Unknown,2015,album,3.53,Medium,0,0,0.16537814584916014
FourFiveSeconds,Rihanna,76.0,188238.0,False,90.0,69030894.0,Unknown,2015,single,3.14,High,1,1,0.160871183251904
Fourth of July,Sufjan Stevens,78.0,279316.0,False,70.0,2360290.0,Baroque Pop,2015,album,4.66,High,1,0,0.20318855295268165
Francis Forever,Mitski,73.0,149680.0,False,78.0,11034315.0,Unknown,2014,album,2.49,High,1,1,0.12272271255935228
Frank Sinatra,CAKE,46.0,241026.0,False,61.0,1312426.0,Alternative Rock,1996,album,4.02,Medium,0,0,0.27202869873493274
Freak,Lana Del Rey,67.0,295093.0,False,88.0,51798111.0,Unknown,2015,album,4.92,High,1,1,0.1926256149204874
Freak Like Me,NoMBe,53.0,176889.0,False,55.0,226784.0,Unknown,2018,album,2.95,Medium,0,0,0.352591163937838
Freak On a Leash,Korn,79.0,255733.0,True,75.0,9695205.0,Nu Metal,1998,album,4.26,High,1,1,0.15297520238919626
Freaks,P.A.B,0.0,233314.0,False,7.0,49.0,Unknown,2011,album,3.89,Low,0,0,0.9978553019150834
Freaks,Surf Curse,83.0,147062.0,False,68.0,1744189.0,Indie,2021,single,2.45,High,1,0,0.20302337404983872
Freaks,TRFN,54.0,121161.0,False,50.0,39852.0,Slap House,2024,single,2.02,Medium,0,0,0.45028446396723476
Freaky Friday (feat. Chris Brown),Lil Dicky,73.0,216631.0,True,59.0,2046209.0,Unknown,2018,single,3.61,High,1,0,0.2829653571001191
Free,Rumi,91.0,187963.0,False,72.0,220991.0,Unknown,2025,album,3.13,High,1,0,0.2107131841301981
Free Bird,Lynyrd Skynyrd,78.0,547106.0,False,72.0,5883727.0,Southern Rock,1973,album,9.12,High,1,0,0.4769582633927314
Free Your Mind,Honey Gentry,26.0,252999.0,False,34.0,35406.0,Unknown,2025,single,4.22,Low,0,0,0.5887978322432779
Freedom (feat. Kendrick Lamar),Beyoncé,62.0,289760.0,False,84.0,41176723.0,Unknown,2016,album,4.83,High,0,1,0.1811997873053657
Fresh Air,Jeremy Zuckerman,24.0,65560.0,False,44.0,23557.0,Unknown,2013,album,1.09,Low,0,0,0.5323701311824918
Fresh Laundry,Allie X,0.0,236045.0,False,51.0,869651.0,Unknown,2020,album,3.93,Low,0,0,0.3715059384145038
Fresh Out The Slammer,Taylor Swift,69.0,210789.0,False,100.0,145396321.0,Unknown,2024,album,3.51,High,1,1,0.2373486085050351
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,75.0,169153.0,False,61.0,161181.0,House,2021,single,2.82,High,1,0,0.3093768864053267
Friday I'm In Love - Live From Glastonbury,Olivia Rodrigo,61.0,247000.0,False,84.0,49050008.0,Unknown,2025,single,4.12,High,0,1,0.15807044330474715
Fried (She a Vibe),Future,65.0,210173.0,True,88.0,22688560.0,Rap,2024,album,3.5,High,0,1,0.10116275774663816
Fried My Little Brains,The Kills,0.0,128266.0,False,47.0,691440.0,Garage Rock,2003,album,2.14,Low,0,0,0.4180048165841617
"Friedrich Dances with Jo - from ""Little Women"" Soundtrack",Alexandre Desplat,42.0,94453.0,False,62.0,344334.0,Soundtrack,2019,album,1.57,Medium,0,0,0.3072299489151241
Friendly Fire,Linkin Park,48.0,176901.0,False,88.0,31785695.0,Nu Metal,2024,album,2.95,Medium,0,1,0.11913325590818807
Friends,Chase Atlantic,43.5,230010.0,False,79.0,10463659.5,Unknown,2015,single,3.83,Medium,0,1,0.1084498586121329
Friends (with BloodPop®),Justin Bieber,69.0,189466.0,False,91.0,85022258.0,Unknown,2017,single,3.16,High,1,1,0.17372693836509723
From Past to Present,Jeremy Soule,60.0,304007.0,False,65.0,189122.0,Medieval,2013,album,5.07,Medium,0,0,0.3041889684322588
From Persephone,Kiki Rockwell,49.0,173568.0,False,50.0,136853.0,Unknown,2023,album,2.89,Medium,0,0,0.40943370625814746
From The Clocktower,I Hear Sirens,19.0,299413.0,False,30.0,19724.0,Post-Rock,2009,album,4.99,Low,0,0,0.6475591315168797
From The Start,Laufey,80.5,169573.0,False,82.0,8492331.5,Unknown,2023,single,2.83,High,1,1,0.07512905739306114
From the Dining Table,Harry Styles,69.0,211960.0,False,80.0,34136120.0,Unknown,2017,album,3.53,High,1,1,0.1410399010122546
Frontin' (feat. JAY-Z) - Club Mix,Pharrell Williams,66.0,236506.0,True,79.0,5316473.0,Unknown,2003,compilation,3.94,High,0,1,0.09877063745002813
Fu-Gee-La,Fugees,67.0,260066.0,True,65.0,1660600.0,East Coast Hip Hop,1996,album,4.33,High,1,0,0.23886222922656028
Fuck Love,XXXTENTACION,82.0,146520.0,True,83.0,51710210.0,Emo Rap,2017,album,2.44,High,1,1,0.1602657246590995
Fuck Me Pumps,Amy Winehouse,51.0,200600.0,True,75.0,9748123.0,Unknown,2003,album,3.34,Medium,0,1,0.13169954578553758
Fuck The World (Summer in London),Brent Faiyaz,63.0,236703.0,True,80.0,7897022.0,R&B,2020,album,3.95,High,0,1,0.098416229067721
Fuck Up Some Commas,Future,64.0,237400.0,True,88.0,22682234.0,Rap,2015,album,3.96,High,0,1,0.11355321568883286
Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,63.0,291053.0,True,78.0,15089626.0,Old School Hip Hop,1992,album,4.85,High,0,1,0.17128299433018415
Fuck You,CeeLo Green,63.0,223694.0,True,69.0,721855.0,Unknown,2010,album,3.73,High,0,0,0.20249508856049359
Fucked My Way Up To The Top,Lana Del Rey,63.0,212226.0,True,88.0,51773650.0,Unknown,2014,album,3.54,High,0,1,0.14475586271759935
Fukk Sleep (feat. FKA twigs),A$AP Rocky,66.0,192973.0,True,82.0,17333176.0,Rap,2018,album,3.22,High,0,1,0.09805864489724711
Fun (feat. Tove Lo),Coldplay,53.0,267533.0,False,88.0,60818952.0,Unknown,2015,album,4.46,Medium,0,1,0.17813474463626325
Fundamentally Loathsome,Marilyn Manson,40.0,289733.0,True,71.0,4971141.0,Industrial Metal,1998,album,4.83,Medium,0,0,0.20212929620935924
Funeral,JeLa,41.0,168459.0,False,44.0,1499.0,Unknown,2025,single,2.81,Medium,0,0,0.5973828032313786
Funeral,Phoebe Bridgers,66.0,232373.0,False,76.0,3007078.0,Unknown,2017,album,3.87,High,0,1,0.12051264585334663
Future Days,Pearl Jam,56.0,262893.0,False,75.0,9919919.0,Grunge,2013,album,4.38,Medium,0,1,0.1583178301954071
Future Nostalgia,Dua Lipa,47.0,184881.0,False,85.0,46886554.0,Pop,2020,album,3.08,Medium,0,1,0.1392752836046486
"Für Elise, WoO 59",Ludwig van Beethoven,62.0,188466.0,False,71.0,5716963.0,Classical,1991,compilation,3.14,High,0,0,0.16217449773418846
FΛSHION,Britney Manson,1.0,146531.0,True,57.0,461945.0,Unknown,2023,single,2.44,Low,0,0,0.3248956201669337
G.O.A.T.,Polyphia,48.0,215998.0,False,58.0,1338329.0,Math Rock,2018,album,3.6,Medium,0,0,0.29590837470993303
GASOLINE,Måneskin,51.0,221062.0,False,76.0,10637574.0,Unknown,2023,album,3.68,Medium,0,1,0.12903556823561463
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,60.0,190185.0,False,79.0,8973027.0,Unknown,2015,album,3.17,Medium,0,1,0.09413018426295801
GET YOU BACK,WTE LIK,21.0,200120.0,True,6.0,27.0,Unknown,2024,single,3.34,Low,0,0,1.0232287383279437
GIRLS,The Kid LAROI,65.5,152979.0,True,79.0,6595957.0,Unknown,2024,single,2.55,High,0,1,0.10147734666980945
GLORY VOICE MEMO,Justin Bieber,61.0,84506.0,False,91.0,85022258.0,Unknown,2025,album,1.41,High,0,1,0.22344744983890205
GMFU (w/ 6arelyhuman),Odetari,73.0,127741.0,True,74.0,4573539.0,Hyperpop,2023,single,2.13,High,1,0,0.156078107973275
GO BABY,Justin Bieber,75.0,194760.0,False,91.0,85034636.0,Unknown,2025,album,3.25,High,1,1,0.17362731739955897
GODS,Ericovich,40.0,121143.0,False,41.0,11036.0,Nightcore,2024,single,2.02,Medium,0,0,0.561032560804836
GOLDWING,Billie Eilish,67.0,151536.0,False,90.0,118728633.0,Unknown,2021,album,2.53,High,1,1,0.19682511883139947
GOSSIP (feat. Tom Morello),Måneskin,62.5,168280.0,True,76.0,10638262.5,Unknown,2023,album,2.8,High,0,1,0.12903712574050658
GRACIAS POR NADA,Bad Bunny,66.0,177450.0,True,95.0,102571645.0,Reggaeton,2023,album,2.96,High,0,1,0.19717872919170396
GREECE (feat. Drake),DJ Khaled,68.0,218901.0,True,73.0,12341870.0,Unknown,2020,single,3.65,High,1,0,0.15806615736290128
GRIM REAPER,Lil God Dan,50.0,139685.0,False,50.0,112613.0,Unknown,2022,single,2.33,Medium,0,0,0.4189342488495265
GTA,Future,64.0,233026.0,True,88.0,22675640.0,Rap,2024,album,3.88,High,0,1,0.11067286640852442
GUY.exe,Superfruit,67.0,222680.0,False,49.0,195254.0,Unknown,2017,album,3.71,High,1,0,0.4117324509377658
Gabriela,KATSEYE,92.0,197226.0,False,82.0,5242034.0,K-Pop,2025,single,3.29,High,1,1,0.05425693963178025
Gaia,King Gizzard & The Lizard Wizard,12.0,311339.0,False,34.0,1320025.0,Neo-Psychedelic,2022,album,5.19,Low,0,0,0.5532975035663323
Gajumaru,Yaima,56.0,345560.0,False,52.0,146628.0,Unknown,2014,album,5.76,Medium,0,0,0.43447959642014533
Galway Girl,Ed Sheeran,79.0,170826.0,False,88.0,122789460.0,Soft Pop,2017,album,2.85,High,1,1,0.1911330496594113
Gangnam Style (강남스타일),PSY,75.0,219493.0,False,62.0,1819643.0,K-Pop,2012,single,3.66,High,1,0,0.2545742349781078
Gangsta,Kehlani,76.0,177028.0,True,78.0,8661889.0,Unknown,2016,compilation,2.95,High,1,1,0.1041478271405016
Gangsta Nation,Westside Connection,63.0,293053.0,True,55.0,1661296.0,West Coast Hip Hop,2003,album,4.88,High,0,0,0.34630091566639054
Gangsta's Paradise,Coolio,86.0,240693.0,False,68.0,1887219.0,West Coast Hip Hop,1995,album,4.01,High,1,0,0.2018278208413247
Gangster,Labrinth,46.0,150632.0,False,73.0,3635017.0,Unknown,2019,album,2.51,Medium,0,0,0.15083082153032112
Garden,Dua Lipa,46.0,227946.0,False,85.0,46895665.0,Pop,2017,album,3.8,Medium,0,1,0.14526515852459
Garden Of Eden,Lady Gaga,68.0,239720.0,False,88.0,42256604.0,Art Pop,2025,album,4.0,High,1,1,0.14446694788096817
Garh Tany,Sherine,43.0,261276.0,False,66.0,9661696.0,Egyptian Pop,2003,album,4.35,Medium,0,0,0.23283972940469966
Gasolina,Daddy Yankee,9.5,192600.0,False,85.0,37815445.0,Reggaeton,2004,album,3.21,Low,0,1,0.1274429492950877
Gasoline,Halsey,72.0,199593.0,True,80.0,22392682.0,Unknown,2015,album,3.33,High,1,1,0.1206028731218088
Gasoline (feat. Taylor Swift),HAIM,57.0,193373.0,False,65.0,1436277.0,Unknown,2021,album,3.22,Medium,0,0,0.22521616646060008
Gassed Up,Nebu Kiniza,68.0,193911.0,True,50.0,400264.0,Unknown,2016,single,3.23,High,1,0,0.38780103676750793
Gata Only,FloyyMenor,84.0,222000.0,True,76.0,2186739.0,Reggaeton Chileno,2024,single,3.7,High,1,1,0.11838867152074138
Genesis,Dua Lipa,55.0,205720.0,False,85.0,46895665.0,Pop,2017,album,3.43,Medium,0,1,0.13950798438469503
Genesis,Grimes,30.0,255320.0,False,67.0,2625274.5,Art Pop,2012,single,4.26,Low,0,0,0.21541876374067978
Genesis (Sped Up) - My Heart Will Never Fell Will Never See,Hiko,0.0,230783.0,False,56.0,139303.0,Nightcore,2023,single,3.85,Low,0,0,0.3577490977710535
"Genius (feat. Sia, Diplo, and Labrinth) - Lil Wayne Remix",Sia,51.0,162960.0,False,82.0,30545962.0,Unknown,2019,album,2.72,Medium,0,1,0.13116510763427952
Geralt Of Rivia,Marcin Przybyłowicz,52.0,141993.0,False,56.0,90200.0,Medieval,2015,album,2.37,Medium,0,0,0.3725057097243134
Geralt of Rivia,Sonya Belousova,45.0,112186.0,False,49.0,35497.0,Soundtrack,2020,album,1.87,Medium,0,0,0.46425282679216334
Get Down,Uhfwea,49.0,111540.0,True,30.0,193.0,Unknown,2025,single,1.86,Medium,0,0,0.7802766442387444
Get Gone,Fiona Apple,59.0,247600.0,True,63.0,1800497.0,Art Pop,1999,album,4.13,Medium,0,0,0.2521626444115695
Get Gone,Munboi,37.0,149387.0,False,24.0,818.0,Unknown,2025,single,2.49,Medium,0,0,0.7737896556958941
Get Into It (Yuh),Doja Cat,71.0,138293.0,True,86.0,34748949.0,Unknown,2021,album,2.3,High,1,1,0.1415789435866756
Get It On The Floor,DMX,56.0,262133.0,True,69.0,5927812.0,East Coast Hip Hop,2003,album,4.37,Medium,0,0,0.20170973361369762
Get Low,Lil Jon & The East Side Boyz,76.0,334066.0,True,63.0,1130026.0,Crunk,2002,album,5.57,High,1,0,0.30559143565498736
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,80.0,248413.0,False,81.0,10874504.0,French House,2013,single,4.14,High,1,1,0.10922493844773744
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,77.0,369626.0,False,81.0,10874504.0,French House,2013,album,6.16,High,1,1,0.23983138840839394
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,60.0,274440.0,True,75.0,12766717.0,Old School Hip Hop,2007,compilation,4.57,Medium,0,1,0.17171033305600836
Get Ready To Feel Good,shotty,22.0,235546.0,False,11.0,382.0,Unknown,2025,single,3.93,Low,0,0,0.9036644619117834
Get Up 10,Cardi B,57.0,231453.0,True,81.0,25960760.0,Unknown,2018,album,3.86,Medium,0,1,0.13065739178114166
Get You (feat. Kali Uchis),Daniel Caesar,13.0,278179.0,False,85.0,11125697.0,Unknown,2017,album,4.64,Low,0,1,0.12518190494577458
Get You Down,Sam Fender,55.0,263520.0,False,73.0,1204977.0,Unknown,2021,album,4.39,Medium,0,0,0.17527291005594262
Get You The Moon (feat. Snøw),Kina,74.0,179080.0,False,61.0,898530.0,Unknown,2018,single,2.98,High,1,0,0.27082470968480254
Getaway Car,Taylor Swift,80.0,233626.0,False,100.0,145443567.0,Unknown,2017,album,3.89,High,1,1,0.24167467784953767
Gettin' Jiggy Wit It,Will Smith,72.0,227933.0,False,65.0,1155240.0,Unknown,1997,album,3.8,High,1,0,0.23199765426895838
Gettin' Older (feat. YoungBoy Never Broke Again),Jas Von,54.0,167142.0,True,39.0,9729.0,Unknown,2025,single,2.79,Medium,0,0,0.5745651404626545
Gettin' You Home,Chris Young,41.0,212133.0,False,65.0,2918228.0,Country,2022,compilation,3.54,Medium,0,0,0.2214518302668723
Getting Away With Murder,Papa Roach,60.0,191372.0,False,71.0,6095181.0,Nu Metal,2004,album,3.19,Medium,0,0,0.16260540248521188
Getting Down,gigi,30.0,187849.0,False,13.0,5.0,Unknown,2025,single,3.13,Low,0,0,1.0235718432742564
Getting Older,Billie Eilish,72.0,244221.0,False,90.0,118728633.0,Unknown,2021,album,4.07,High,1,1,0.19957940317662312
Getting Older (Time Is Ticking),J 2 5,22.0,173493.0,False,7.0,34.0,Unknown,2024,single,2.89,Low,0,0,1.0083941474756526
Ghareeba (feat. ZIAD ZAZA),Wegz,49.0,247500.0,False,61.0,7429055.0,Egyptian Hip Hop,2025,album,4.12,Medium,0,0,0.27150860243351693
Ghost,ConKi,55.0,184250.0,False,61.0,26095.0,Unknown,2023,single,3.07,Medium,0,0,0.36892153303493347
Ghost,Gulmee,24.0,127843.0,False,36.0,992.0,Hypertechno,2024,single,2.13,Low,0,0,0.675927540836539
Ghost,Hannah Harlacher,32.0,331664.0,False,20.0,218.0,Unknown,2024,compilation,5.53,Medium,0,0,0.8636372580546189
Ghost,Justin Bieber,77.0,153190.0,False,91.0,85015179.0,Unknown,2021,album,2.55,High,1,1,0.18153393990262465
Ghost,KYANU,46.0,131475.0,False,56.0,22633.0,Nightcore,2022,single,2.19,Medium,0,0,0.4182848405857521
Ghost,Katy Perry,45.0,203362.0,False,83.0,38400585.0,Pop,2013,album,3.39,Medium,0,1,0.13332515662986694
Ghost,Sky Ferreira,0.0,328093.0,False,54.0,640710.0,Unknown,2020,compilation,5.47,Low,0,0,0.3828600333530401
Ghost Boy,Jacob Tillberg,43.0,207612.0,False,39.0,53245.0,Unknown,2021,single,3.46,Medium,0,0,0.5297375410688445
Ghost Of Mine,Kailee Morgue,37.0,224973.0,False,46.0,409356.0,Unknown,2018,single,3.75,Medium,0,0,0.4276091602589252
Ghost Of You,5 Seconds of Summer,70.0,197411.0,False,76.0,10246594.0,Unknown,2018,album,3.29,High,1,1,0.12366308454628419
Ghost Town,Kanye West,79.0,271386.0,True,89.0,31038851.0,Rap,2018,album,4.52,High,1,1,0.15291253382723086
Ghost Town,VIZE,56.0,162857.0,False,60.0,220555.0,Slap House,2023,single,2.71,Medium,0,0,0.31051439928207286
Ghost Town,Will Roush,42.0,185333.0,False,33.0,6683.0,Unknown,2025,single,3.09,Medium,0,0,0.634982174143398
Ghost in the Wind,Birdy,14.0,271053.0,False,68.0,3737235.0,Unknown,2016,compilation,4.52,Low,0,0,0.21397927257280597
Ghostface Killers (feat. Travis Scott),21 Savage,66.0,268933.0,True,84.0,23806936.0,Unknown,2017,album,4.48,High,0,1,0.14223380969100938
Ghosttown,BURY,44.0,126428.0,False,52.0,21748.0,Dark R&B,2025,single,2.11,Medium,0,0,0.45115255278977634
Giantess of Ironwood,Bear McCreary,36.0,262538.0,False,59.0,241463.0,Celtic,2022,album,4.38,Medium,0,0,0.3263987167519036
Gilded Lily,Cults,0.0,212736.0,False,66.0,1255294.0,Unknown,2017,album,3.55,Low,0,0,0.21847046765782765
Gilderoy Lockhart,John Williams,45.0,125973.0,False,70.0,1605379.0,Soundtrack,2002,compilation,2.1,Medium,0,0,0.1958639687664433
Gimme,BANKS,46.0,219493.0,True,56.0,1078897.0,Unknown,2019,album,3.66,Medium,0,0,0.31805696336722294
Gimme (feat. Koffee & Jessie Reyez),Sam Smith,25.0,169973.0,False,81.0,26272346.0,Soft Pop,2023,album,2.83,Low,0,1,0.12620695285029082
Gimme More,Britney Spears,84.0,251240.0,True,80.0,17755451.0,Pop,2007,album,4.19,High,1,1,0.13252477433936208
Gimme What I Want,Miley Cyrus,54.0,151720.0,False,81.0,26564677.0,Unknown,2020,album,2.53,Medium,0,1,0.1343093771188224
Gimme a Minute,PVRIS,35.0,208666.0,False,59.0,719812.0,Unknown,2020,album,3.48,Medium,0,0,0.2931750768823788
Gin and Juice,Snoop Dogg,72.0,211866.0,True,80.0,15695279.0,G-Funk,1993,album,3.53,High,1,1,0.1079216950518369
Giorno's Theme,Friedrich Habetler,0.0,306321.0,False,49.0,94208.0,Anime,2019,single,5.11,Low,0,0,0.4498332416997609
Girl,Jim Sturgess,38.0,64320.0,False,38.0,22421.0,Unknown,2007,compilation,1.07,Medium,0,0,0.5835568939013451
Girl At Home,Taylor Swift,44.0,220840.0,False,100.0,145443567.0,Unknown,2012,album,3.68,Medium,0,1,0.2388604056610478
Girl Got A Gun,Tokio Hotel,46.0,166826.0,False,62.0,1360190.0,Unknown,2014,album,2.78,Medium,0,0,0.2575994017551515
Girl Keeps Coming Apart,Aerosmith,27.0,253066.0,False,75.0,16043117.0,Classic Rock,1987,album,4.22,Low,0,1,0.1628191871094064
Girl On Fire,Alicia Keys,1.0,224920.0,False,78.0,12900561.0,R&B,2012,single,3.75,Low,0,1,0.11977560483128584
Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,53.0,270720.0,False,78.0,12898539.0,R&B,2012,album,4.51,Medium,0,1,0.14945729796565266
Girl on Fire,Alicia Keys,76.0,224920.0,False,78.0,12898539.0,R&B,2012,single,3.75,High,1,1,0.11977082686248158
"Girl, so confusing",Charli xcx,67.0,174507.0,False,82.0,6318755.0,Hyperpop,2024,album,2.91,High,1,1,0.06389801733985886
"Girl, so confusing featuring lorde",Charli xcx,78.0,205938.0,False,82.0,6315216.0,Hyperpop,2024,album,3.43,High,1,1,0.06042369549766542
Girlfriend,Avril Lavigne,40.0,216600.0,True,76.0,12006425.0,Unknown,2007,album,3.61,Medium,0,1,0.13079915073772386
Girlfriend (feat. Tayc),Wegz,50.0,170159.0,False,61.0,7429055.0,Egyptian Hip Hop,2025,album,2.84,Medium,0,0,0.2647395037982687
Girlfriend in a Coma - 2011 Remaster,The Smiths,59.0,122760.0,False,78.0,7733966.0,New Wave,1987,album,2.05,Medium,0,1,0.13483604479748115
Girlie-Pop!,Amaarae,34.0,123950.0,False,64.0,577324.0,Alté,2025,single,2.07,Medium,0,0,0.26519766619346735
Girls & Boys,Jesse®,38.0,124866.0,True,43.0,301499.0,Unknown,2019,album,2.08,Medium,0,0,0.4677264168037363
Girls Just Want to Have Fun,Cyndi Lauper,81.0,238266.0,False,70.0,3279441.0,Unknown,1983,album,3.97,High,1,0,0.17907091401675063
Girls Like (feat. Zara Larsson),Tinie Tempah,60.0,196000.0,True,62.0,835625.0,Grime,2016,single,3.27,Medium,0,0,0.26159429049585464
Girls Like You,Sofia Camara,63.0,215694.0,False,59.0,92183.0,Unknown,2025,single,3.59,High,0,0,0.3418502343793579
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,68.5,235545.0,True,85.0,45771951.0,Pop,2018,album,3.93,High,1,1,0.14734102056535228
Girls Need Love (with Drake) - Remix,Summer Walker,78.0,222374.0,True,76.0,8013600.0,R&B,2018,album,3.71,High,1,1,0.1236102381572512
Girls on Film,Mindless Self Indulgence,52.0,178853.0,False,70.0,1617182.0,Unknown,2015,album,2.98,Medium,0,0,0.17621345146566178
Give It Away,George Strait,45.0,209226.0,False,72.0,5158411.0,Country,2011,compilation,3.49,Medium,0,0,0.15252405890609194
Give Me Everything (feat. Nayer),Pitbull,87.0,252306.0,False,84.0,11939612.0,Unknown,2011,album,4.21,High,1,1,0.10305392979897662
Give Me Love,Ed Sheeran,69.0,526386.0,False,88.0,122789460.0,Soft Pop,2011,album,8.77,High,1,1,0.4650884107171696
Give Me Mercy,The Weeknd,62.0,216431.0,False,93.0,112918137.0,Unknown,2025,album,3.61,High,0,1,0.19565510208158157
Give Your Heart a Break,Demi Lovato,72.0,205346.0,False,78.0,27289223.0,Unknown,2011,album,3.42,High,1,1,0.14163599773875565
Given Up,Linkin Park,79.0,189293.0,True,88.0,31796892.0,Nu Metal,2007,album,3.15,High,1,1,0.11725224830152932
Given Up On Me,The Weeknd,67.0,354781.0,False,94.0,112995439.0,Unknown,2025,album,5.91,High,1,1,0.2844354516265496
Giver,K.Flay,54.0,214146.0,True,60.0,644923.0,Unknown,2017,album,3.57,Medium,0,0,0.2859747342612778
Glad You Came,The Wanted,45.333333333333336,198195.66666666666,False,61.0,2444255.3333333335,Unknown,2011,single,3.3,Medium,0,0,0.2607996029460937
Gladiator,Jann,62.0,211643.0,False,50.0,211032.0,Unknown,2022,single,3.53,High,0,0,0.39994545586597546
Glamorous,Fergie,0.0,177986.0,False,68.0,6157207.0,Unknown,2024,compilation,2.97,Low,0,0,0.1933589748596416
Glass House (feat. Naomi Wild),mgk,67.0,201740.0,True,78.0,5642365.0,Unknown,2019,album,3.36,High,1,1,0.09376382162630893
Glimpse of Us,Joji,27.0,233455.0,False,81.0,10642370.0,Unknown,2022,single,3.89,Low,0,1,0.09749530383617418
Glitch,Taylor Swift,58.0,148781.0,False,100.0,145489371.0,Unknown,2022,album,2.48,Medium,0,1,0.24357670026503767
Gloria,Sam Smith,23.0,110445.0,False,81.0,26275803.0,Soft Pop,2023,album,1.84,Low,0,1,0.16283841897028054
Glorious (feat. Skylar Grey),Macklemore,75.0,220454.0,True,74.0,2829534.0,Unknown,2017,album,3.67,High,1,0,0.13467962805692477
Glorious Purpose,Natalie Holt,39.0,154000.0,False,45.0,39279.0,Soundtrack,2021,album,2.57,Medium,0,0,0.4862955526543287
Glory Box,Portishead,76.0,308626.0,False,64.0,2339851.0,Trip Hop,1994,album,5.14,High,1,0,0.27335144997886685
Glue Song,beabadoobee,80.0,135066.0,False,78.0,6529086.0,Bedroom Pop,2023,single,2.25,High,1,1,0.1222288814675445
Glória Meu Senhor,Reginaldo de Oliveira,15.0,230016.0,False,5.0,21.0,Unknown,2025,album,3.83,Low,0,0,1.0399527421079617
Gnarly,KATSEYE,88.0,137316.0,True,82.0,5242034.0,K-Pop,2025,single,2.29,High,1,1,0.0908904601072707
Gnarly (feat. Lil Pump),Kodak Black,52.0,186402.0,True,79.0,12471348.0,Unknown,2018,album,3.11,Medium,0,1,0.10471633497800609
Go Crazy,Chris Brown,77.0,176960.0,True,87.0,28316378.0,R&B,2020,album,2.95,High,1,1,0.11267912704717124
Go Down Deh (feat. Sean Paul & Shaggy),Spice,70.0,154151.0,False,61.0,589195.0,Dancehall,2021,single,2.57,High,1,0,0.2817556097251085
Go Flex,Post Malone,36.5,179613.0,True,86.0,47720209.0,Unknown,2016,album,2.99,Medium,0,1,0.13990688454698685
Go Fuck Yourself,Two Feet,71.0,129599.0,True,67.0,2177376.0,Unknown,2016,single,2.16,High,1,0,0.21810257326954935
Go Go,BTS,58.0,235779.0,False,85.0,81181104.0,K-Pop,2018,album,3.93,Medium,0,1,0.1758722029591288
Go Go Juice,Sabrina Carpenter,85.0,193315.0,True,91.0,26516295.0,Pop,2025,album,3.22,High,1,1,0.11420314867347071
Go Little Rockstar,Grailz Beni,0.0,63663.0,False,40.0,10811.0,Unknown,2017,single,1.06,Low,0,0,0.586528684000532
Go for Baroque,Michael Giacchino,32.0,175080.0,False,63.0,430168.0,Soundtrack,2016,album,2.92,Medium,0,0,0.2661170942521778
Go2DaMoon (feat. Kanye West),Playboi Carti,63.0,119737.0,True,86.0,15031490.0,Rage Rap,2020,album,2.0,High,0,1,0.12278532920482439
God Gave Me You,Blake Shelton,61.0,229533.0,False,69.0,7506632.0,Country,2011,album,3.83,High,0,0,0.189847358719548
God Knows I Tried,Lana Del Rey,58.0,280653.0,False,88.0,51821190.0,Unknown,2015,album,4.68,Medium,0,1,0.1807966422713591
God Save Our Young Blood (with Lana Del Rey),BØRNS,47.0,232597.0,False,65.0,1373052.0,Unknown,2018,album,3.88,Medium,0,0,0.231033253123797
God is a woman,Ariana Grande,77.0,197546.0,True,90.0,107389514.0,Pop,2018,album,3.29,High,1,1,0.18387744457870397
God of War Ragnarök (feat. Eivør),Bear McCreary,52.0,274666.0,False,59.0,241502.0,Celtic,2022,album,4.58,Medium,0,0,0.33085354103559267
God's Country,Blake Shelton,66.0,204800.0,False,69.0,7506632.0,Country,2019,album,3.41,High,0,0,0.18481386486830653
God's Plan,Drake,42.0,198966.5,True,95.0,103094105.0,Rap,2018,single,3.32,Medium,0,1,0.19634376992702537
Gods & Monsters,Lana Del Rey,56.5,237640.0,True,88.0,51785880.5,Unknown,2012,album,3.96,Medium,0,1,0.15326075411569284
Godzilla (feat. Juice WRLD),Eminem,80.0,210800.0,True,88.0,104517308.0,Rap,2020,album,3.51,High,1,1,0.18139935587801145
Goes Without Saying (Feat. Brad Paisley),Post Malone,59.0,212353.0,False,86.0,47720209.0,Unknown,2024,album,3.54,Medium,0,1,0.1404863273928103
Going Bad (feat. Drake),Meek Mill,73.0,180522.0,True,72.0,8277770.0,Rap,2018,album,3.01,High,1,0,0.15760497086355416
Going Through Changes,Eminem,56.0,298893.0,True,88.0,104539036.0,Rap,2010,album,4.98,Medium,0,1,0.224424311431323
